"Word","Length","Freq_KF","Freq_HAL","Log_Freq_HAL"
"BUAFORD","7","NULL","0","0.00"
"bubblier","8","NULL","1","0.00"
"bubbliest","9","NULL","1","0.00"
"BUBENIK","7","NULL","0","0.00"
"BUBER","5","NULL","40","3.69"
"buccaneers","10","NULL","220","5.39"
"BUCCOLIC","8","NULL","0","0.00"
"BUCER","5","NULL","3","1.10"
"BUCHENWALD","10","NULL","74","4.30"
"BUCHHEISTER","11","NULL","0","0.00"
"buckboard","9","NULL","14","2.64"
"buckboards","10","NULL","0","0.00"
"BUCKENHAM","9","NULL","5","1.61"
"bucketed","8","NULL","3","1.10"
"bucketful","9","NULL","28","3.33"
"bucketfuls","10","NULL","6","1.79"
"bucketing","9","NULL","18","2.89"
"BUCKHANNON","10","NULL","22","3.09"
"BUCKHEAD","8","NULL","30","3.40"
"BUCKHORN'S","10","NULL","0","0.00"
"bucklers","8","NULL","23","3.14"
"BUCKLEY","7","NULL","1724","7.45"
"BUCKMAN","7","NULL","33","3.50"
"BUCKRA","6","NULL","5","1.61"
"buckram","7","1","23","3.14"
"buckshee","8","NULL","0","0.00"
"buckteeth","9","NULL","5","1.61"
"BUCKY","5","NULL","693","6.54"
"bucolically","11","NULL","0","0.00"
"bucolics","8","NULL","34","3.53"
"BUCS","4","NULL","248","5.51"
"BUDD","4","NULL","786","6.67"
"budged","6","NULL","66","4.19"
"budgerigar","10","1","13","2.56"
"budgerigars","11","NULL","17","2.83"
"budges","6","NULL","10","2.30"
"budgie","6","NULL","346","5.85"
"budgies","7","NULL","243","5.49"
"budging","7","NULL","32","3.47"
"BUDIESHEIN","10","NULL","0","0.00"
"BUDLONG","7","NULL","62","4.13"
"BUDWEISERS","10","NULL","14","2.64"
"BUDZYN","6","NULL","2","0.69"
"BUELL","5","NULL","267","5.59"
"BUELL'S","7","NULL","9","2.20"
"BUENA","5","NULL","1699","7.44"
"BUENAS","6","NULL","339","5.83"
"BUENO","5","NULL","2142","7.67"
"buffed","6","NULL","94","4.54"
"buffering","9","NULL","1598","7.38"
"buffers","7","NULL","3516","8.17"
"buffeting","9","NULL","28","3.33"
"buffing","7","NULL","142","4.96"
"bugaboos","8","NULL","27","3.30"
"bugbear","7","1","48","3.87"
"bugbears","8","NULL","18","2.89"
"buggered","8","NULL","236","5.46"
"buggering","9","NULL","69","4.23"
"bughouse","8","NULL","43","3.76"
"bughouses","9","NULL","0","0.00"
"bugled","6","NULL","0","0.00"
"buglers","7","NULL","3","1.10"
"bugles","6","NULL","100","4.61"
"bugling","7","NULL","7","1.95"
"bugrake","7","NULL","0","0.00"
"bugrakes","8","NULL","0","0.00"
"buhl","4","NULL","78","4.36"
"BUILDIN","7","NULL","38","3.64"
"buildups","8","NULL","36","3.58"
"BUILTIN","7","NULL","828","6.72"
"BUL'BA","6","NULL","0","0.00"
"BULBA","5","NULL","21","3.04"
"bulbul","6","1","47","3.85"
"bulbuls","7","NULL","0","0.00"
"Bulgarians","10","NULL","717","6.58"
"bulges","6","NULL","187","5.23"
"bulgier","7","NULL","1","0.00"
"bulgiest","8","NULL","0","0.00"
"bulgily","7","NULL","0","0.00"
"bulginess","9","NULL","0","0.00"
"bulkier","7","NULL","85","4.44"
"bulkiest","8","NULL","23","3.14"
"bulkily","7","NULL","2","0.69"
"bulkiness","9","NULL","14","2.64"
"bulldogs","8","NULL","714","6.57"
"bulldozed","9","NULL","94","4.54"
"bulldozers","10","NULL","145","4.98"
"bulldozes","9","NULL","8","2.08"
"bulldozing","10","NULL","44","3.78"
"bulled","6","NULL","6","1.79"
"BULLETIN'D","10","NULL","0","0.00"
"bullfight","9","1","75","4.32"
"bullfighters","12","NULL","9","2.20"
"bullfighting","12","NULL","47","3.85"
"bullfights","10","NULL","36","3.58"
"bullfinches","11","NULL","3","1.10"
"bods","4","NULL","66","4.19"
"bodyguards","10","NULL","338","5.82"
"bodyline","8","NULL","28","3.33"
"BOEHMER","7","NULL","21","3.04"
"BOEOTIAN","8","NULL","2","0.69"
"Boer","4","NULL","386","5.96"
"Boers","5","NULL","94","4.54"
"boffin","6","NULL","45","3.81"
"boffins","7","NULL","18","2.89"
"bogeying","8","NULL","1","0.00"
"boggier","7","NULL","0","0.00"
"boggiest","8","NULL","0","0.00"
"boggles","7","NULL","453","6.12"
"boggling","8","NULL","207","5.33"
"BOGGS","5","NULL","883","6.78"
"boggy","5","NULL","33","3.50"
"bogs","4","NULL","159","5.07"
"boh","3","NULL","115","4.74"
"BOHART","6","NULL","4","1.39"
"BOHEME","6","NULL","118","4.77"
"bohemians","9","NULL","83","4.42"
"BOHLEN","6","NULL","65","4.17"
"BOHN","4","NULL","200","5.30"
"BOIES","5","NULL","10","2.30"
"boilersuit","10","NULL","0","0.00"
"boilersuits","11","NULL","0","0.00"
"BOIS","4","NULL","465","6.14"
"BOISBRIANT","10","NULL","0","0.00"
"BOISMASSIF","10","NULL","0","0.00"
"BOISSONEAULT","12","NULL","0","0.00"
"BOITE","5","NULL","90","4.50"
"BOITES","6","NULL","9","2.20"
"BOLAND","6","NULL","289","5.67"
"boisterously","12","NULL","9","2.20"
"boisterousness","14","NULL","4","1.39"
"bole","4","23","135","4.91"
"bolero","6","1","267","5.59"
"boleros","7","NULL","9","2.20"
"boles","5","NULL","223","5.41"
"BOLET","5","NULL","4","1.39"
"BOLGER","6","NULL","176","5.17"
"BOLINGBROKE","11","NULL","13","2.56"
"BOLINGBROKE'S","13","NULL","0","0.00"
"BOLIOU","6","NULL","0","0.00"
"BOLIVAR","7","1","446","6.10"
"Bolivians","9","NULL","32","3.47"
"BOLKER","6","NULL","8","2.08"
"bollard","7","NULL","54","3.99"
"bollards","8","NULL","18","2.89"
"bollocks","8","NULL","582","6.37"
"bolls","5","NULL","13","2.56"
"BOLOVENS","8","NULL","0","0.00"
"BOLSHEVISTIC","12","NULL","1","0.00"
"bolshier","8","NULL","0","0.00"
"bolshiest","9","NULL","0","0.00"
"BOLSHOI","7","NULL","40","3.69"
"bolshy","6","NULL","6","1.79"
"bolsters","8","NULL","71","4.26"
"bolthole","8","NULL","4","1.39"
"boltholes","9","NULL","0","0.00"
"BOLTZMANN","9","NULL","101","4.62"
"bombarded","9","NULL","620","6.43"
"bombardier","10","1","155","5.04"
"bombardiers","11","NULL","17","2.83"
"bombardments","12","NULL","59","4.08"
"bombards","8","NULL","23","3.14"
"bombastically","13","NULL","2","0.69"
"bombshells","10","NULL","20","3.00"
"bombsights","10","NULL","9","2.20"
"bombsites","9","NULL","3","1.10"
"BOMBUS","6","NULL","113","4.73"
"BON","3","NULL","3132","8.05"
"BONA","4","NULL","896","6.80"
"bonanzas","8","NULL","11","2.40"
"BONAPARTE","9","NULL","120","4.79"
"BONAVENTURE","11","NULL","199","5.29"
"bonbons","7","NULL","11","2.40"
"bondholders","11","NULL","120","4.79"
"BONDI","5","NULL","199","5.29"
"boned","5","NULL","226","5.42"
"boneheaded","10","NULL","129","4.86"
"boneheads","9","NULL","265","5.58"
"BONENFANT","9","NULL","2","0.69"
"boners","6","NULL","72","4.28"
"bonesetters","11","NULL","0","0.00"
"boneshakers","11","NULL","2","0.69"
"BONFIGLIO","9","NULL","1","0.00"
"BONHAM","6","NULL","296","5.69"
"BONHEUR","7","NULL","90","4.50"
"BONHOEFFER","10","NULL","18","2.89"
"bonhomie","8","1","14","2.64"
"bonier","6","NULL","1","0.00"
"boniest","7","NULL","1","0.00"
"BONIFACE","8","NULL","98","4.58"
"BONIFACE'S","10","NULL","0","0.00"
"boning","6","NULL","53","3.97"
"bonito","6","1","163","5.09"
"bonitos","7","NULL","24","3.18"
"BONJOUR","7","NULL","591","6.38"
"BONN","4","NULL","1448","7.28"
"BONN'S","6","NULL","21","3.04"
"BONNE","5","NULL","562","6.33"
"BONNER","6","NULL","437","6.08"
"bonnets","7","NULL","39","3.66"
"BONNIE","6","1","2750","7.92"
"bonnier","7","NULL","4","1.39"
"bonniest","8","NULL","0","0.00"
"bonnily","7","NULL","0","0.00"
"BONNOR","6","NULL","2","0.69"
"BONTEMPO","8","NULL","5","1.61"
"bonuses","7","NULL","2337","7.76"
"bonzer","6","NULL","10","2.30"
"BONZES","6","NULL","3","1.10"
"boobed","6","NULL","17","2.83"
"boobies","7","NULL","94","4.54"
"BOOBIFY","7","NULL","0","0.00"
"boobing","7","NULL","0","0.00"
"boobs","5","NULL","797","6.68"
"boodle","6","1","17","2.83"
"boodles","7","NULL","10","2.30"
"booed","5","NULL","247","5.51"
"boogies","7","NULL","52","3.95"
"boohooed","8","NULL","0","0.00"
"boohooing","9","NULL","3","1.10"
"boohoos","7","NULL","2","0.69"
"booing","6","NULL","193","5.26"
"bookbinderies","13","NULL","0","0.00"
"bookbinders","11","NULL","12","2.48"
"bookbinding","11","NULL","66","4.19"
"bookclubs","9","NULL","3","1.10"
"bookends","8","NULL","91","4.51"
"bookishly","9","NULL","1","0.00"
"bookishness","11","NULL","3","1.10"
"bookkeepers","11","NULL","739","6.61"
"bookmaker","9","NULL","87","4.47"
"bookmakers","10","NULL","56","4.03"
"bookmarker","10","NULL","3","1.10"
"bookmarkers","11","NULL","3","1.10"
"bookmarks","9","NULL","1328","7.19"
"bookmobiles","11","NULL","0","0.00"
"bookplate","9","NULL","86","4.45"
"bookplates","10","NULL","15","2.71"
"booksellers","11","NULL","323","5.78"
"bookshops","9","NULL","303","5.71"
"bookstalls","10","NULL","0","0.00"
"BOOKWALTER","10","NULL","3","1.10"
"bookworms","9","NULL","11","2.40"
"boomeranged","11","NULL","18","2.89"
"boomeranging","12","NULL","18","2.89"
"booms","5","NULL","416","6.03"
"BOONE","5","NULL","1044","6.95"
"boons","5","NULL","60","4.09"
"BOONTON","7","NULL","36","3.58"
"boorishly","9","NULL","10","2.30"
"boorishness","11","NULL","17","2.83"
"boosters","8","NULL","4685","8.45"
"bootblack","9","NULL","3","1.10"
"bootblacks","10","NULL","3","1.10"
"bootee","6","NULL","6","1.79"
"bootees","7","NULL","18","2.89"
"BOOTHBY","7","NULL","52","3.95"
"booting","7","NULL","4584","8.43"
"bootlaces","9","NULL","6","1.79"
"BOOTLE","6","NULL","5","1.61"
"BOOTLE'S","8","NULL","0","0.00"
"bootlegged","10","NULL","155","5.04"
"bootlegs","8","NULL","1453","7.28"
"boozed","6","NULL","8","2.08"
"boozers","7","NULL","17","2.83"
"boozes","6","NULL","1","0.00"
"boozier","7","NULL","0","0.00"
"booziest","8","NULL","0","0.00"
"boozily","7","NULL","0","0.00"
"booziness","9","NULL","0","0.00"
"boozing","7","NULL","27","3.30"
"boozy","5","NULL","23","3.14"
"bopeep","6","NULL","0","0.00"
"bopped","6","NULL","42","3.74"
"boppers","7","NULL","41","3.71"
"bopping","7","NULL","69","4.23"
"bops","4","NULL","62","4.13"
"boracic","7","NULL","0","0.00"
"BORAK","5","NULL","61","4.11"
"BORATES","7","NULL","11","2.40"
"BORDEAU","7","NULL","4","1.39"
"BORDEL","6","NULL","10","2.30"
"bordellos","9","NULL","18","2.89"
"BORDEN","6","NULL","493","6.20"
"BORDENS","7","NULL","13","2.56"
"borderer","8","NULL","0","0.00"
"borderers","9","NULL","5","1.61"
"borderlines","11","NULL","44","3.78"
"BORDNER","7","NULL","2","0.69"
"borehole","8","NULL","14","2.64"
"boreholes","9","NULL","10","2.30"
"borers","6","NULL","26","3.26"
"BORGLUM","7","NULL","3","1.10"
"BORIS","5","NULL","4828","8.48"
"BORLAND","7","NULL","10229","9.23"
"BORNHOLM","8","NULL","6","1.79"
"BORROMINI","9","NULL","0","0.00"
"BORROMINI'S","11","NULL","0","0.00"
"borrowers","9","NULL","205","5.32"
"borrowings","10","NULL","144","4.97"
"borsch","6","NULL","0","0.00"
"borstal","7","NULL","6","1.79"
"borstals","8","NULL","0","0.00"
"borzoi","6","NULL","101","4.62"
"borzois","7","NULL","18","2.89"
"BOSCH","5","NULL","880","6.78"
"BOSCO","5","NULL","190","5.25"
"bosh","4","1","45","3.81"
"BOSIS","5","NULL","0","0.00"
"bosk","4","NULL","5","1.61"
"bosks","5","NULL","0","0.00"
"bosky","5","1","160","5.08"
"BOSLER","6","NULL","24","3.18"
"BOSLEY","6","NULL","73","4.29"
"bosomy","6","NULL","9","2.20"
"BOSPHORUS","9","NULL","76","4.33"
"bossier","7","NULL","29","3.37"
"bossiest","8","NULL","2","0.69"
"bossiness","9","NULL","3","1.10"
"bossing","7","NULL","29","3.37"
"BOSTITCH","8","NULL","1","0.00"
"botanize","8","NULL","0","0.00"
"botanized","9","NULL","0","0.00"
"botanizes","9","NULL","0","0.00"
"botanizing","10","NULL","1","0.00"
"botched","7","NULL","691","6.54"
"botcher","7","NULL","2","0.69"
"botchers","8","NULL","1","0.00"
"botches","7","NULL","47","3.85"
"botching","8","NULL","50","3.91"
"botheration","11","NULL","4","1.39"
"BOTTEGA","7","NULL","6","1.79"
"BOTTINEAU","9","NULL","3","1.10"
"bottleful","9","NULL","0","0.00"
"bottlefuls","10","NULL","0","0.00"
"bottlesful","10","NULL","0","0.00"
"BOTULINAL","9","NULL","3","1.10"
"BOTULINUM","9","NULL","45","3.81"
"BOUANAHSHA","10","NULL","0","0.00"
"BOUCHER","7","NULL","714","6.57"
"BOUCLE","6","NULL","18","2.89"
"boudoirs","8","NULL","3","1.10"
"bouffant","8","2","17","2.83"
"BOUFFE","6","NULL","26","3.26"
"bougainvillaea","14","NULL","0","0.00"
"bougainvillaeas","15","NULL","0","0.00"
"bougainvillea","13","NULL","17","2.83"
"bougainvilleas","14","NULL","1","0.00"
"BOUGIE","6","NULL","8","2.08"
"bouillons","9","NULL","0","0.00"
"BOULEZ","6","NULL","165","5.11"
"BOULLE","6","NULL","72","4.28"
"BOUN","4","NULL","6","1.79"
"bouncers","8","NULL","177","5.18"
"bounces","7","NULL","1453","7.28"
"bouncier","8","NULL","5","1.61"
"bounciest","9","NULL","3","1.10"
"bouncily","8","NULL","1","0.00"
"bounciness","10","NULL","4","1.39"
"bounden","7","1","5","1.61"
"bounder","7","NULL","35","3.56"
"bounders","8","NULL","25","3.22"
"boundlessly","11","NULL","13","2.56"
"boundlessness","13","NULL","1","0.00"
"bounteously","11","NULL","0","0.00"
"bounteousness","13","NULL","0","0.00"
"bounties","8","NULL","221","5.40"
"bountifully","11","NULL","7","1.95"
"BOURCIER","8","NULL","31","3.43"
"bourgeoisies","12","NULL","9","2.20"
"BOURGUIBA","9","NULL","1","0.00"
"bourn","5","NULL","18","2.89"
"bourns","6","NULL","21","3.04"
"bourse","6","1","176","5.17"
"bourses","7","NULL","42","3.74"
"BOUTFLOWER","10","NULL","0","0.00"
"boutiques","9","NULL","147","4.99"
"BOUTON","6","NULL","50","3.91"
"BOUVARDIER","10","NULL","0","0.00"
"BOUVIER","7","NULL","191","5.25"
"bouzouki","8","NULL","59","4.08"
"bouzoukis","9","NULL","2","0.69"
"Bovril","6","NULL","14","2.64"
"bovver","6","NULL","5","1.61"
"BOWAN","5","NULL","6","1.79"
"BOWDEN","6","NULL","646","6.47"
"Bowdler","7","NULL","3","1.10"
"bowdlerize","10","1","3","1.10"
"bowdlerized","11","NULL","28","3.33"
"bowdlerizes","11","NULL","0","0.00"
"bowdlerizing","12","NULL","2","0.69"
"BOWDOIN","7","NULL","115","4.74"
"bowerbird","9","NULL","1","0.00"
"bowerbirds","10","NULL","2","0.69"
"BOWES","5","NULL","182","5.20"
"bowled","6","NULL","693","6.54"
"bowlers","7","NULL","799","6.68"
"bowlful","7","NULL","12","2.48"
"bowlfuls","8","NULL","1","0.00"
"bowline","7","NULL","28","3.33"
"bowlines","8","NULL","3","1.10"
"bowlsful","8","NULL","0","0.00"
"bowmen","6","NULL","56","4.03"
"bowser","6","NULL","367","5.91"
"bowsers","7","NULL","16","2.77"
"bowshot","7","NULL","0","0.00"
"bowshots","8","NULL","3","1.10"
"bowsprit","8","1","26","3.26"
"bowsprits","9","NULL","1","0.00"
"bowwows","7","NULL","2","0.69"
"BOXELL","6","NULL","0","0.00"
"boxers","6","NULL","820","6.71"
"BOXFORD","7","NULL","9","2.20"
"boxful","6","NULL","8","2.08"
"boxfuls","7","NULL","1","0.00"
"BOYARS","6","NULL","19","2.94"
"BOYCE","5","NULL","542","6.30"
"boycotting","10","NULL","476","6.17"
"boycotts","8","NULL","276","5.62"
"BOYD","4","NULL","2604","7.86"
"BOYER","5","NULL","804","6.69"
"boyfriends","10","NULL","687","6.53"
"boyhoods","8","NULL","17","2.83"
"boyishly","8","NULL","91","4.51"
"boyishness","10","NULL","7","1.95"
"BOYLSTON","8","NULL","164","5.10"
"bracelets","9","NULL","256","5.55"
"BRACHII","7","NULL","1","0.00"
"bracketed","9","NULL","220","5.39"
"bracketing","10","NULL","86","4.45"
"brackish","8","3","154","5.04"
"brackishness","12","NULL","0","0.00"
"bract","5","1","5","1.61"
"bracts","6","NULL","10","2.30"
"bradawl","7","NULL","0","0.00"
"bradawls","8","NULL","0","0.00"
"BRADBURY'S","10","NULL","66","4.19"
"BRADEN","6","NULL","242","5.49"
"BRADFORD","8","NULL","2241","7.71"
"BRADLEY'S","9","NULL","141","4.95"
"brads","5","NULL","78","4.36"
"BRADY","5","NULL","4628","8.44"
"BRADYKININ","10","NULL","16","2.77"
"braes","5","NULL","13","2.56"
"BRAGG","5","NULL","533","6.28"
"braggadocios","12","NULL","0","0.00"
"braggarts","9","NULL","31","3.43"
"brags","5","NULL","213","5.36"
"BRAHM'S","7","NULL","13","2.56"
"BRAHMAPUTRA","11","NULL","16","2.77"
"Brahmins","8","NULL","397","5.98"
"BRAHMSIAN","9","NULL","11","2.40"
"BRAILSFORD","10","NULL","13","2.56"
"BRAINARDS","9","NULL","0","0.00"
"brainchildren","13","NULL","5","1.61"
"brained","7","NULL","181","5.20"
"brainier","8","NULL","1","0.00"
"brainiest","9","NULL","2","0.69"
"braininess","10","NULL","3","1.10"
"braining","8","NULL","5","1.61"
"brainless","9","NULL","649","6.48"
"brainlessly","11","NULL","12","2.48"
"brainpan","8","NULL","7","1.95"
"brainpans","9","NULL","2","0.69"
"brainstorms","11","NULL","36","3.58"
"brainwashed","11","NULL","1322","7.19"
"brainwashes","11","NULL","28","3.33"
"brainwashings","13","NULL","3","1.10"
"brainwaves","10","NULL","119","4.78"
"braised","7","NULL","33","3.50"
"braises","7","NULL","1","0.00"
"braising","8","NULL","10","2.30"
"braked","6","NULL","32","3.47"
"brakemen","8","NULL","2","0.69"
"braking","7","NULL","2048","7.62"
"BRAKKE","6","NULL","4","1.39"
"BRAMANTE'S","10","NULL","0","0.00"
"branchier","9","NULL","0","0.00"
"branchiest","10","NULL","0","0.00"
"BRANCHVILLE","11","NULL","13","2.56"
"BRANDEIS","8","NULL","511","6.24"
"BRANDEL","7","NULL","24","3.18"
"BRANDENBURG","11","NULL","238","5.47"
"brandied","8","NULL","6","1.79"
"brandies","8","NULL","11","2.40"
"BRANDIN","7","NULL","19","2.94"
"branding","8","NULL","561","6.33"
"brandished","10","NULL","77","4.34"
"brandishes","10","NULL","25","3.22"
"BRANDT","6","NULL","1227","7.11"
"BRANDT'S","8","NULL","21","3.04"
"brandying","9","NULL","0","0.00"
"BRANNON","7","NULL","268","5.59"
"BRANNON'S","9","NULL","0","0.00"
"BRANUM","6","NULL","3","1.10"
"bimetallism","11","1","0","0.00"
"BIMINI","6","NULL","126","4.84"
"binderies","9","NULL","16","2.77"
"bindings","8","NULL","2729","7.91"
"BINDLE","6","NULL","18","2.89"
"bindweed","8","NULL","20","3.00"
"bine","4","NULL","135","4.91"
"bines","5","NULL","4","1.39"
"binges","6","NULL","131","4.88"
"BINGLES","7","NULL","1","0.00"
"BINI","4","NULL","23","3.14"
"binnacle","8","1","7","1.95"
"binnacles","9","NULL","0","0.00"
"binomials","9","NULL","5","1.61"
"BINUCLEAR","9","NULL","6","1.79"
"biographic","10","NULL","57","4.04"
"biographically","14","NULL","2","0.69"
"biographies","11","NULL","1102","7.00"
"bioscopes","9","NULL","0","0.00"
"bipartite","9","NULL","19","2.94"
"bipeds","6","NULL","49","3.89"
"biplanes","8","NULL","54","3.99"
"birched","7","NULL","4","1.39"
"birching","8","NULL","10","2.30"
"BIRDIED","7","NULL","9","2.20"
"birdlime","8","NULL","0","0.00"
"BIRDWHISTELL","12","NULL","0","0.00"
"BIRDWOOD","8","NULL","7","1.95"
"BIREFRINGENCE","13","NULL","25","3.22"
"biretta","7","1","4","1.39"
"birettas","8","NULL","1","0.00"
"BIRGIT","6","NULL","123","4.81"
"BIRGITTA","8","NULL","27","3.30"
"BIRKHEAD","8","NULL","7","1.95"
"BIRMINGHAM","10","NULL","4018","8.30"
"BIRNBAUM","8","NULL","193","5.26"
"biro","4","NULL","138","4.93"
"biros","5","NULL","5","1.61"
"birthdays","9","NULL","734","6.60"
"birthmarks","10","NULL","39","3.66"
"birthplaces","11","NULL","25","3.22"
"birthrates","10","NULL","24","3.18"
"birthrights","11","NULL","13","2.56"
"BISCAYNE","8","NULL","101","4.62"
"bisected","8","NULL","55","4.01"
"bisecting","9","NULL","10","2.30"
"bisection","9","NULL","18","2.89"
"bisects","7","NULL","11","2.40"
"bisexually","10","NULL","11","2.40"
"bisexuals","9","NULL","733","6.60"
"bishopric","9","NULL","33","3.50"
"bishoprics","10","NULL","13","2.56"
"BISHOPSGATE","11","NULL","5","1.61"
"BISMARK","7","NULL","166","5.11"
"bismuth","7","1","129","4.86"
"bisons","6","NULL","46","3.83"
"bistros","7","NULL","9","2.20"
"bitched","7","NULL","215","5.37"
"bitches","7","NULL","1749","7.47"
"bitchier","8","NULL","5","1.61"
"bitchiest","9","NULL","8","2.08"
"bitchily","8","NULL","3","1.10"
"bitchiness","10","NULL","44","3.78"
"bitching","8","NULL","1527","7.33"
"bitchy","6","NULL","512","6.24"
"bitingly","8","NULL","6","1.79"
"bitterer","8","NULL","7","1.95"
"bittern","7","1","4","1.39"
"bitterns","8","NULL","0","0.00"
"bittier","7","NULL","0","0.00"
"bittiest","8","NULL","0","0.00"
"bittiness","9","NULL","1","0.00"
"bitty","5","NULL","573","6.35"
"bitumen","7","1","77","4.34"
"bituminous","10","NULL","24","3.18"
"bivalves","8","NULL","9","2.20"
"bivouacked","10","NULL","1","0.00"
"bivouacking","11","NULL","0","0.00"
"bivouacs","8","NULL","0","0.00"
"BIWA","4","NULL","17","2.83"
"BIX","3","NULL","1392","7.24"
"bizarrely","9","NULL","89","4.49"
"BIZERTE","7","NULL","3","1.10"
"BIZET'S","7","NULL","14","2.64"
"bizonal","7","NULL","6","1.79"
"BJERRE'S","8","NULL","0","0.00"
"blabber","7","NULL","64","4.16"
"blabbered","9","NULL","14","2.64"
"blabbering","10","NULL","137","4.92"
"blabbermouths","13","NULL","5","1.61"
"blabbers","8","NULL","8","2.08"
"blabbing","8","NULL","83","4.42"
"BLABER","6","NULL","2","0.69"
"blabs","5","NULL","16","2.77"
"blackamoor","10","1","0","0.00"
"blackamoors","11","NULL","0","0.00"
"blackballed","11","NULL","57","4.04"
"blackballing","12","NULL","4","1.39"
"blackballs","10","NULL","2","0.69"
"blackberries","12","NULL","55","4.01"
"blackboards","11","NULL","31","3.43"
"blackcurrant","12","NULL","37","3.61"
"blackberrying","13","NULL","0","0.00"
"blackcurrants","13","NULL","5","1.61"
"blackens","8","NULL","12","2.48"
"blacker","7","NULL","150","5.01"
"blackguard","10","1","36","3.58"
"blackguarded","12","NULL","0","0.00"
"blackguarding","13","NULL","5","1.61"
"blackguardly","12","NULL","0","0.00"
"blackguards","11","NULL","9","2.20"
"blackheads","10","NULL","49","3.89"
"blackjacks","10","NULL","46","3.83"
"blackleg","8","NULL","1","0.00"
"blacklegged","11","NULL","0","0.00"
"blacklegging","12","NULL","1","0.00"
"blacklegs","9","NULL","3","1.10"
"blacklisted","11","NULL","203","5.31"
"blacklisting","12","NULL","155","5.04"
"blacklists","10","NULL","43","3.76"
"blackly","7","NULL","5","1.61"
"blackmailers","12","NULL","3","1.10"
"blackmailing","12","NULL","142","4.96"
"blackmails","10","NULL","17","2.83"
"BLACKMAN","8","NULL","272","5.61"
"BLACKMER","8","NULL","75","4.32"
"blackouts","9","NULL","177","5.18"
"Blackshirt","10","NULL","4","1.39"
"Blackshirts","11","NULL","7","1.95"
"blacksmiths","11","NULL","106","4.66"
"BLACKSTONE","10","NULL","206","5.33"
"blackthorn","10","NULL","87","4.47"
"blackthorns","11","NULL","1","0.00"
"BLACKWELL","9","NULL","750","6.62"
"BLACKWELL'S","11","NULL","62","4.13"
"BLACKWELLS","10","NULL","20","3.00"
"bladders","8","NULL","124","4.82"
"blae","4","NULL","0","0.00"
"blaeberries","11","NULL","0","0.00"
"blaeberry","9","NULL","0","0.00"
"BLAINE","6","NULL","1460","7.29"
"BLAIR","5","NULL","3693","8.21"
"BLAKE","5","NULL","4317","8.37"
"BLAKEY","6","NULL","257","5.55"
"blamelessly","11","NULL","2","0.69"
"blamelessness","13","NULL","2","0.69"
"blames","6","NULL","685","6.53"
"blameworthiness","15","NULL","4","1.39"
"BLANC","5","NULL","615","6.42"
"BLANCHARD","9","NULL","634","6.45"
"BLANCHARD'S","11","NULL","35","3.56"
"BLANCHE","7","NULL","435","6.08"
"BLANCHE'S","9","NULL","6","1.79"
"blanched","8","NULL","104","4.64"
"blanches","8","NULL","13","2.56"
"blanching","9","NULL","18","2.89"
"blancmange","10","1","42","3.74"
"blancmanges","11","NULL","2","0.69"
"blander","7","NULL","31","3.43"
"blandest","8","NULL","38","3.64"
"blandish","8","NULL","2","0.69"
"blandished","10","NULL","0","0.00"
"blandishes","10","NULL","0","0.00"
"blandishing","11","NULL","0","0.00"
"blandishments","13","NULL","36","3.58"
"blanker","7","NULL","213","5.36"
"blankest","8","NULL","1","0.00"
"blanketing","10","NULL","67","4.20"
"blankly","7","NULL","181","5.20"
"blankness","9","NULL","19","2.94"
"BLANTON","7","NULL","71","4.26"
"blares","6","NULL","17","2.83"
"BLASINGAME","10","NULL","8","2.08"
"blasphemers","11","NULL","83","4.42"
"blasphemes","10","NULL","43","3.76"
"blaspheming","11","NULL","119","4.78"
"blasphemously","13","NULL","8","2.08"
"BLASTDOWN","9","NULL","0","0.00"
"blatantly","9","NULL","1750","7.47"
"blathered","9","NULL","112","4.72"
"blathering","10","NULL","418","6.04"
"blathers","8","NULL","43","3.76"
"BLATZ","5","NULL","226","5.42"
"BLATZ'S","7","NULL","0","0.00"
"BLAUBERMAN","10","NULL","0","0.00"
"BLAUSTEIN","9","NULL","21","3.04"
"blazers","7","NULL","519","6.25"
"blazes","6","NULL","196","5.28"
"blazon","6","1","41","3.71"
"blazoned","8","NULL","7","1.95"
"blazoning","9","NULL","3","1.10"
"blazons","7","NULL","17","2.83"
"bleacher","8","NULL","82","4.41"
"bleaches","8","NULL","101","4.62"
"bleaker","7","NULL","36","3.58"
"bleakest","8","NULL","14","2.64"
"blearier","8","NULL","0","0.00"
"bleariest","9","NULL","0","0.00"
"blearily","8","NULL","15","2.71"
"bleariness","10","NULL","1","0.00"
"bleated","7","NULL","67","4.20"
"BLEBS","5","NULL","0","0.00"
"BLECKLEY","8","NULL","0","0.00"
"bleeder","7","NULL","90","4.50"
"bleeders","8","NULL","38","3.64"
"BLEEKER","7","NULL","91","4.51"
"bleeped","7","NULL","47","3.85"
"bleeping","8","NULL","43","3.76"
"blemished","9","NULL","28","3.33"
"blemishing","10","NULL","3","1.10"
"blench","6","1","13","2.56"
"blenched","8","NULL","0","0.00"
"blenches","8","NULL","0","0.00"
"blenching","9","NULL","0","0.00"
"blenders","8","NULL","68","4.22"
"BLENHEIM","8","NULL","146","4.98"
"blessedly","9","NULL","39","3.66"
"blessedness","11","NULL","29","3.37"
"blesses","7","NULL","106","4.66"
"blether","7","NULL","1","0.00"
"blethered","9","NULL","0","0.00"
